# ---------------------------------- WARNING ----------------------------------------,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,
# may not have received Director's approval. Any such data values are qualified,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,
# for any damages resulting from its use.,,,,
#,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,
#,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2021-06-12 15:51:28 EDT       (caww02),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
"#    USGS 08067548 W Fk San Jacinto Rv nr Huntsville, TX",,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 08067548,,,,
#            TS   parameter     statistic     Description,,,,
"#        173624       00060     00001     Discharge, cubic feet per second (Maximum)",,,,
"#        173625       00060     00002     Discharge, cubic feet per second (Minimum)",,,,
"#        173626       00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output:,,,,
#        ,,,,
#     A  Approved for publication -- Processing and review completed.,,,,
#     P  Provisional data subject to revision.,,,,
#     e  Value has been estimated.,,,,
# ,,,ft3/s,
agency_cd,site_no,datetime,173626_00060_00003,
USGS,8067548,7/4/11,0.00,
USGS,8067548,7/5/11,0.00,
USGS,8067548,7/6/11,0.00,
USGS,8067548,7/7/11,0.00,
USGS,8067548,7/8/11,0.00,
USGS,8067548,7/9/11,0.00,
USGS,8067548,7/10/11,0.00,
USGS,8067548,7/11/11,0.00,
USGS,8067548,7/12/11,0.00,
USGS,8067548,7/13/11,0.00,
USGS,8067548,7/14/11,0.00,
USGS,8067548,7/15/11,0.00,
USGS,8067548,7/16/11,0.00,
USGS,8067548,7/17/11,0.00,
USGS,8067548,7/18/11,0.00,
USGS,8067548,7/19/11,0.00,
USGS,8067548,7/20/11,0.00,
USGS,8067548,7/21/11,0.00,
USGS,8067548,7/22/11,0.00,
USGS,8067548,7/23/11,0.00,
USGS,8067548,7/24/11,0.00,
USGS,8067548,7/25/11,0.00,
USGS,8067548,7/26/11,0.00,
USGS,8067548,7/27/11,0.00,
USGS,8067548,7/28/11,0.00,
USGS,8067548,7/29/11,0.00,
USGS,8067548,7/30/11,0.00,
USGS,8067548,7/31/11,0.00,
USGS,8067548,8/1/11,0.00,
USGS,8067548,8/2/11,0.00,
USGS,8067548,8/3/11,0.00,
USGS,8067548,8/4/11,0.00,
USGS,8067548,8/5/11,0.00,
USGS,8067548,8/6/11,0.00,
USGS,8067548,8/7/11,0.00,
USGS,8067548,8/8/11,0.00,
USGS,8067548,8/9/11,0.00,
USGS,8067548,8/10/11,0.00,
USGS,8067548,8/11/11,0.00,
USGS,8067548,8/12/11,0.00,
USGS,8067548,8/13/11,0.00,
USGS,8067548,8/14/11,0.00,
USGS,8067548,8/15/11,0.00,
USGS,8067548,8/16/11,0.00,
USGS,8067548,8/17/11,0.00,
USGS,8067548,8/18/11,0.00,
USGS,8067548,8/19/11,0.00,
USGS,8067548,8/20/11,0.00,
USGS,8067548,8/21/11,0.00,
USGS,8067548,8/22/11,0.00,
USGS,8067548,8/23/11,0.00,
USGS,8067548,8/24/11,0.00,
USGS,8067548,8/25/11,0.00,
USGS,8067548,8/26/11,0.00,
USGS,8067548,8/27/11,0.00,
USGS,8067548,8/28/11,0.00,
USGS,8067548,8/29/11,0.00,
USGS,8067548,8/30/11,0.00,
USGS,8067548,8/31/11,0.00,
USGS,8067548,9/1/11,0.00,
USGS,8067548,9/2/11,0.00,
USGS,8067548,9/3/11,0.00,
USGS,8067548,9/4/11,0.00,
USGS,8067548,9/5/11,0.00,
USGS,8067548,9/6/11,0.00,
USGS,8067548,9/7/11,0.00,
USGS,8067548,9/8/11,0.00,
USGS,8067548,9/9/11,0.00,
USGS,8067548,9/10/11,0.00,
USGS,8067548,9/11/11,0.00,
USGS,8067548,9/12/11,0.00,
USGS,8067548,9/13/11,0.00,
USGS,8067548,9/14/11,0.00,
USGS,8067548,9/15/11,0.00,
USGS,8067548,9/16/11,0.00,
USGS,8067548,9/17/11,0.00,
USGS,8067548,9/18/11,0.00,
USGS,8067548,9/19/11,0.00,
USGS,8067548,9/20/11,0.00,
USGS,8067548,9/21/11,0.00,
USGS,8067548,9/22/11,0.00,
USGS,8067548,9/23/11,0.00,
USGS,8067548,9/24/11,0.00,
USGS,8067548,9/25/11,0.00,
USGS,8067548,9/26/11,0.00,
USGS,8067548,9/27/11,0.00,
USGS,8067548,9/28/11,0.00,
USGS,8067548,9/29/11,0.00,
USGS,8067548,9/30/11,0.00,
USGS,8067548,10/1/11,0.00,
USGS,8067548,10/2/11,0.00,
USGS,8067548,10/3/11,0.00,
USGS,8067548,10/4/11,0.00,
USGS,8067548,10/5/11,0.00,
USGS,8067548,10/6/11,0.00,
USGS,8067548,10/7/11,0.00,
USGS,8067548,10/8/11,0.00,
USGS,8067548,10/9/11,0.00,
USGS,8067548,10/10/11,0.00,
USGS,8067548,10/11/11,0.00,
USGS,8067548,10/12/11,0.00,
USGS,8067548,10/13/11,0.00,
USGS,8067548,10/14/11,0.00,
USGS,8067548,10/15/11,0.00,
USGS,8067548,10/16/11,0.00,
USGS,8067548,10/17/11,0.00,
USGS,8067548,10/18/11,0.00,
USGS,8067548,10/19/11,0.00,
USGS,8067548,10/20/11,0.00,
USGS,8067548,10/21/11,0.00,
USGS,8067548,10/22/11,0.00,
USGS,8067548,10/23/11,0.00,
USGS,8067548,10/24/11,0.00,
USGS,8067548,10/25/11,0.00,
USGS,8067548,10/26/11,0.00,
USGS,8067548,10/27/11,0.00,
USGS,8067548,10/28/11,0.00,
USGS,8067548,10/29/11,0.00,
USGS,8067548,10/30/11,0.00,
USGS,8067548,10/31/11,0.00,
USGS,8067548,11/1/11,0.00,
USGS,8067548,11/2/11,0.00,
USGS,8067548,11/3/11,0.00,
USGS,8067548,11/4/11,0.00,
USGS,8067548,11/5/11,0.00,
USGS,8067548,11/6/11,0.00,
USGS,8067548,11/7/11,0.00,
USGS,8067548,11/8/11,0.00,
USGS,8067548,11/9/11,0.00,
USGS,8067548,11/10/11,0.00,
USGS,8067548,11/11/11,0.00,
USGS,8067548,11/12/11,0.00,
USGS,8067548,11/13/11,0.00,
USGS,8067548,11/14/11,0.00,
USGS,8067548,11/15/11,0.00,
USGS,8067548,11/16/11,0.00,
USGS,8067548,11/17/11,0.50,
USGS,8067548,11/18/11,0.00,
USGS,8067548,11/19/11,0.00,
USGS,8067548,11/20/11,0.00,
USGS,8067548,11/21/11,0.00,
USGS,8067548,11/22/11,0.00,
USGS,8067548,11/23/11,0.00,
USGS,8067548,11/24/11,0.00,
USGS,8067548,11/25/11,0.00,
USGS,8067548,11/26/11,0.00,
USGS,8067548,11/27/11,0.00,
USGS,8067548,11/28/11,0.00,
USGS,8067548,11/29/11,0.00,
USGS,8067548,11/30/11,0.00,
USGS,8067548,12/1/11,0.00,
USGS,8067548,12/2/11,0.00,
USGS,8067548,12/3/11,0.00,
USGS,8067548,12/4/11,0.00,
USGS,8067548,12/5/11,0.00,
USGS,8067548,12/6/11,0.00,
USGS,8067548,12/7/11,0.00,
USGS,8067548,12/8/11,0.00,
USGS,8067548,12/9/11,0.00,
USGS,8067548,12/10/11,0.00,
USGS,8067548,12/11/11,0.00,
USGS,8067548,12/12/11,0.00,
USGS,8067548,12/13/11,0.00,
USGS,8067548,12/14/11,0.00,
USGS,8067548,12/15/11,0.00,
USGS,8067548,12/16/11,0.00,
USGS,8067548,12/17/11,0.00,
USGS,8067548,12/18/11,0.00,
USGS,8067548,12/19/11,0.00,
USGS,8067548,12/20/11,0.00,
USGS,8067548,12/21/11,0.00,
USGS,8067548,12/22/11,0.00,
USGS,8067548,12/23/11,0.00,
USGS,8067548,12/24/11,0.00,
USGS,8067548,12/25/11,4.40,
USGS,8067548,12/26/11,33.00,
USGS,8067548,12/27/11,3.84,
USGS,8067548,12/28/11,1.25,
USGS,8067548,12/29/11,0.62,
USGS,8067548,12/30/11,0.36,
USGS,8067548,12/31/11,0.27,
USGS,8067548,1/1/12,0.23,
USGS,8067548,1/2/12,0.16,
USGS,8067548,1/3/12,0.10,
USGS,8067548,1/4/12,0.07,
USGS,8067548,1/5/12,0.04,
USGS,8067548,1/6/12,0.02,
USGS,8067548,1/7/12,0.00,
USGS,8067548,1/8/12,0.00,
USGS,8067548,1/9/12,3.33,
USGS,8067548,1/10/12,79.40,
USGS,8067548,1/11/12,22.60,
USGS,8067548,1/12/12,2.52,
USGS,8067548,1/13/12,0.65,
USGS,8067548,1/14/12,0.26,
USGS,8067548,1/15/12,0.22,
USGS,8067548,1/16/12,0.29,
USGS,8067548,1/17/12,0.34,
USGS,8067548,1/18/12,0.30,
USGS,8067548,1/19/12,0.26,
USGS,8067548,1/20/12,0.22,
USGS,8067548,1/21/12,0.17,
USGS,8067548,1/22/12,0.13,
USGS,8067548,1/23/12,0.09,
USGS,8067548,1/24/12,0.06,
USGS,8067548,1/25/12,9.87,
USGS,8067548,1/26/12,117.00,
USGS,8067548,1/27/12,16.70,
USGS,8067548,1/28/12,2.10,
USGS,8067548,1/29/12,0.75,
USGS,8067548,1/30/12,0.39,
USGS,8067548,1/31/12,0.20,
USGS,8067548,2/1/12,0.35,
USGS,8067548,2/2/12,0.82,
USGS,8067548,2/3/12,1.17,
USGS,8067548,2/4/12,157.00,
USGS,8067548,2/5/12,363.00,
USGS,8067548,2/6/12,53.50,
USGS,8067548,2/7/12,8.03,
USGS,8067548,2/8/12,3.95,
USGS,8067548,2/9/12,3.08,
USGS,8067548,2/10/12,2.81,
USGS,8067548,2/11/12,2.16,
USGS,8067548,2/12/12,1.94,
USGS,8067548,2/13/12,2.22,
USGS,8067548,2/14/12,10.80,
USGS,8067548,2/15/12,168.00,
USGS,8067548,2/16/12,772.00,
USGS,8067548,2/17/12,219.00,
USGS,8067548,2/18/12,1040.00,
USGS,8067548,2/19/12,1110.00,
USGS,8067548,2/20/12,220.00,
USGS,8067548,2/21/12,34.00,
USGS,8067548,2/22/12,17.10,
USGS,8067548,2/23/12,11.70,
USGS,8067548,2/24/12,7.92,
USGS,8067548,2/25/12,4.82,
USGS,8067548,2/26/12,3.47,
USGS,8067548,2/27/12,3.07,
USGS,8067548,2/28/12,2.84,
USGS,8067548,2/29/12,6.36,
USGS,8067548,3/1/12,3.14,
USGS,8067548,3/2/12,1.90,
USGS,8067548,3/3/12,1.64,
USGS,8067548,3/4/12,1.29,
USGS,8067548,3/5/12,1.73,
USGS,8067548,3/6/12,1.90,
USGS,8067548,3/7/12,2.10,
USGS,8067548,3/8/12,2.76,
USGS,8067548,3/9/12,4.61,
USGS,8067548,3/10/12,29.20,
USGS,8067548,3/11/12,374.00,
USGS,8067548,3/12/12,2120.00,
USGS,8067548,3/13/12,442.00,
USGS,8067548,3/14/12,60.20,
USGS,8067548,3/15/12,21.50,
USGS,8067548,3/16/12,13.10,
USGS,8067548,3/17/12,8.41,
USGS,8067548,3/18/12,6.19,
USGS,8067548,3/19/12,4.42,
USGS,8067548,3/20/12,199.00,
USGS,8067548,3/21/12,1090.00,
USGS,8067548,3/22/12,394.00,
USGS,8067548,3/23/12,40.10,
USGS,8067548,3/24/12,14.20,
USGS,8067548,3/25/12,7.34,
USGS,8067548,3/26/12,4.69,
USGS,8067548,3/27/12,3.19,
USGS,8067548,3/28/12,2.39,
USGS,8067548,3/29/12,3.07,
USGS,8067548,3/30/12,37.50,
USGS,8067548,3/31/12,25.70,
USGS,8067548,4/1/12,8.03,
USGS,8067548,4/2/12,3.50,
USGS,8067548,4/3/12,2.07,
USGS,8067548,4/4/12,68.60,
USGS,8067548,4/5/12,40.00,
USGS,8067548,4/6/12,6.21,
USGS,8067548,4/7/12,2.19,
USGS,8067548,4/8/12,1.25,
USGS,8067548,4/9/12,0.97,
USGS,8067548,4/10/12,0.78,
USGS,8067548,4/11/12,0.63,
USGS,8067548,4/12/12,0.59,
USGS,8067548,4/13/12,0.67,
USGS,8067548,4/14/12,0.64,
USGS,8067548,4/15/12,0.65,
USGS,8067548,4/16/12,0.71,
USGS,8067548,4/17/12,1.09,
USGS,8067548,4/18/12,1.90,
USGS,8067548,4/19/12,2.16,
USGS,8067548,4/20/12,2.50,
USGS,8067548,4/21/12,4.26,
USGS,8067548,4/22/12,8.72,
USGS,8067548,4/23/12,1.91,
USGS,8067548,4/24/12,0.64,
USGS,8067548,4/25/12,0.45,
USGS,8067548,4/26/12,0.32,
USGS,8067548,4/27/12,0.24,
USGS,8067548,4/28/12,0.26,
USGS,8067548,4/29/12,0.31,
USGS,8067548,4/30/12,0.37,
USGS,8067548,5/1/12,0.39,
USGS,8067548,5/2/12,0.42,
USGS,8067548,5/3/12,0.46,
USGS,8067548,5/4/12,0.49,
USGS,8067548,5/5/12,0.48,
USGS,8067548,5/6/12,0.47,
USGS,8067548,5/7/12,0.53,
USGS,8067548,5/8/12,2.00,
USGS,8067548,5/9/12,3.63,
USGS,8067548,5/10/12,3.59,
USGS,8067548,5/11/12,1.22,
USGS,8067548,5/12/12,12.30,
USGS,8067548,5/13/12,32.00,
USGS,8067548,5/14/12,6.02,
USGS,8067548,5/15/12,1.44,
USGS,8067548,5/16/12,0.62,
USGS,8067548,5/17/12,0.43,
USGS,8067548,5/18/12,0.52,
USGS,8067548,5/19/12,0.52,
USGS,8067548,5/20/12,0.58,
USGS,8067548,5/21/12,0.71,
USGS,8067548,5/22/12,0.76,
USGS,8067548,5/23/12,0.82,
USGS,8067548,5/24/12,0.80,
USGS,8067548,5/25/12,0.67,
USGS,8067548,5/26/12,0.55,
USGS,8067548,5/27/12,0.44,
USGS,8067548,5/28/12,0.33,
USGS,8067548,5/29/12,0.24,
USGS,8067548,5/30/12,0.17,
USGS,8067548,5/31/12,0.13,
USGS,8067548,6/1/12,0.10,
USGS,8067548,6/2/12,0.06,
USGS,8067548,6/3/12,0.04,
USGS,8067548,6/4/12,0.02,
USGS,8067548,6/5/12,0.01,
USGS,8067548,6/6/12,0.00,
USGS,8067548,6/7/12,11.00,
USGS,8067548,6/8/12,54.10,
USGS,8067548,6/9/12,33.40,
USGS,8067548,6/10/12,4.28,
USGS,8067548,6/11/12,1.30,
USGS,8067548,6/12/12,0.84,
USGS,8067548,6/13/12,0.96,
USGS,8067548,6/14/12,2.02,
USGS,8067548,6/15/12,1.08,
USGS,8067548,6/16/12,0.90,
USGS,8067548,6/17/12,1.07,
USGS,8067548,6/18/12,1.90,
USGS,8067548,6/19/12,1.90,
USGS,8067548,6/20/12,1.54,
USGS,8067548,6/21/12,1.25,
USGS,8067548,6/22/12,1.06,
USGS,8067548,6/23/12,0.77,
USGS,8067548,6/24/12,0.58,
USGS,8067548,6/25/12,0.43,
USGS,8067548,6/26/12,0.30,
USGS,8067548,6/27/12,0.19,
USGS,8067548,6/28/12,0.11,
USGS,8067548,6/29/12,0.06,
USGS,8067548,6/30/12,0.04,
USGS,8067548,7/1/12,0.02,
USGS,8067548,7/2/12,0.01,
USGS,8067548,7/3/12,0.00,
USGS,8067548,7/4/12,0.00,
USGS,8067548,7/5/12,0.00,
USGS,8067548,7/6/12,0.00,
USGS,8067548,7/7/12,0.00,
USGS,8067548,7/8/12,0.00,
USGS,8067548,7/9/12,4.52,
USGS,8067548,7/10/12,3.60,
USGS,8067548,7/11/12,2.92,
USGS,8067548,7/12/12,20.80,
USGS,8067548,7/13/12,4.90,
USGS,8067548,7/14/12,1.82,
USGS,8067548,7/15/12,5.11,
USGS,8067548,7/16/12,16.20,
USGS,8067548,7/17/12,5.08,
USGS,8067548,7/18/12,7.42,
USGS,8067548,7/19/12,4.35,
USGS,8067548,7/20/12,1.14,
USGS,8067548,7/21/12,0.70,
USGS,8067548,7/22/12,0.56,
USGS,8067548,7/23/12,0.45,
USGS,8067548,7/24/12,0.31,
USGS,8067548,7/25/12,0.21,
USGS,8067548,7/26/12,0.13,
USGS,8067548,7/27/12,0.08,
USGS,8067548,7/28/12,0.05,
USGS,8067548,7/29/12,0.02,
USGS,8067548,7/30/12,0.00,
USGS,8067548,7/31/12,0.00,
USGS,8067548,8/1/12,0.00,
USGS,8067548,8/2/12,0.00,
USGS,8067548,8/3/12,0.00,
USGS,8067548,8/4/12,0.00,
USGS,8067548,8/5/12,0.00,
USGS,8067548,8/6/12,0.00,
USGS,8067548,8/7/12,0.00,
USGS,8067548,8/8/12,0.00,
USGS,8067548,8/9/12,0.00,
USGS,8067548,8/10/12,0.00,
USGS,8067548,8/11/12,0.00,
USGS,8067548,8/12/12,0.00,
USGS,8067548,8/13/12,0.00,
USGS,8067548,8/14/12,0.00,
USGS,8067548,8/15/12,0.00,
USGS,8067548,8/16/12,0.00,
USGS,8067548,8/17/12,0.00,
USGS,8067548,8/18/12,0.00,
USGS,8067548,8/19/12,0.00,
USGS,8067548,8/20/12,0.00,
USGS,8067548,8/21/12,0.00,
USGS,8067548,8/22/12,0.00,
USGS,8067548,8/23/12,0.00,
USGS,8067548,8/24/12,0.00,
USGS,8067548,8/25/12,0.00,
USGS,8067548,8/26/12,0.00,
USGS,8067548,8/27/12,0.00,
USGS,8067548,8/28/12,0.00,
USGS,8067548,8/29/12,0.00,
USGS,8067548,8/30/12,0.00,
USGS,8067548,8/31/12,0.00,
USGS,8067548,9/1/12,0.00,
USGS,8067548,9/2/12,0.00,
USGS,8067548,9/3/12,0.00,
USGS,8067548,9/4/12,0.00,
USGS,8067548,9/5/12,0.00,
USGS,8067548,9/6/12,0.00,
USGS,8067548,9/7/12,0.00,
USGS,8067548,9/8/12,0.00,
USGS,8067548,9/9/12,0.00,
USGS,8067548,9/10/12,0.00,
USGS,8067548,9/11/12,0.00,
USGS,8067548,9/12/12,0.00,
USGS,8067548,9/13/12,0.00,
USGS,8067548,9/14/12,0.00,
USGS,8067548,9/15/12,0.06,
USGS,8067548,9/16/12,2.31,
USGS,8067548,9/17/12,9.55,
USGS,8067548,9/18/12,5.54,
USGS,8067548,9/19/12,1.51,
USGS,8067548,9/20/12,0.47,
USGS,8067548,9/21/12,0.20,
USGS,8067548,9/22/12,0.10,
USGS,8067548,9/23/12,0.05,
USGS,8067548,9/24/12,0.03,
USGS,8067548,9/25/12,0.01,
USGS,8067548,9/26/12,0.00,
USGS,8067548,9/27/12,0.00,
USGS,8067548,9/28/12,0.00,
USGS,8067548,9/29/12,0.00,
USGS,8067548,9/30/12,0.00,
USGS,8067548,10/1/12,2.35,
USGS,8067548,10/2/12,2.21,
USGS,8067548,10/3/12,0.78,
USGS,8067548,10/4/12,0.42,
USGS,8067548,10/5/12,0.24,
USGS,8067548,10/6/12,0.14,
USGS,8067548,10/7/12,0.08,
USGS,8067548,10/8/12,0.04,
USGS,8067548,10/9/12,0.02,
USGS,8067548,10/10/12,0.01,
USGS,8067548,10/11/12,0.00,
USGS,8067548,10/12/12,0.00,
USGS,8067548,10/13/12,0.00,
USGS,8067548,10/14/12,0.00,
USGS,8067548,10/15/12,0.00,
USGS,8067548,10/16/12,0.00,
USGS,8067548,10/17/12,0.00,
USGS,8067548,10/18/12,0.00,
USGS,8067548,10/19/12,0.00,
USGS,8067548,10/20/12,0.00,
USGS,8067548,10/21/12,0.00,
USGS,8067548,10/22/12,0.00,
USGS,8067548,10/23/12,0.00,
USGS,8067548,10/24/12,0.00,
USGS,8067548,10/25/12,0.00,
USGS,8067548,10/26/12,0.00,
USGS,8067548,10/27/12,0.00,
USGS,8067548,10/28/12,0.00,
USGS,8067548,10/29/12,0.00,
USGS,8067548,10/30/12,0.00,
USGS,8067548,10/31/12,0.00,
USGS,8067548,11/1/12,0.00,
USGS,8067548,11/2/12,0.00,
USGS,8067548,11/3/12,0.00,
USGS,8067548,11/4/12,0.00,
USGS,8067548,11/5/12,0.00,
USGS,8067548,11/6/12,0.00,
USGS,8067548,11/7/12,0.00,
USGS,8067548,11/8/12,0.00,
USGS,8067548,11/9/12,0.00,
USGS,8067548,11/10/12,0.00,
USGS,8067548,11/11/12,0.00,
USGS,8067548,11/12/12,0.00,
USGS,8067548,11/13/12,0.00,
USGS,8067548,11/14/12,0.00,
USGS,8067548,11/15/12,0.00,
USGS,8067548,11/16/12,0.00,
USGS,8067548,11/17/12,0.00,
USGS,8067548,11/18/12,0.00,
USGS,8067548,11/19/12,0.00,
USGS,8067548,11/20/12,0.00,
USGS,8067548,11/21/12,0.00,
USGS,8067548,11/22/12,0.00,
USGS,8067548,11/23/12,0.00,
USGS,8067548,11/24/12,0.00,
USGS,8067548,11/25/12,0.00,
USGS,8067548,11/26/12,0.00,
USGS,8067548,11/27/12,0.00,
USGS,8067548,11/28/12,0.00,
USGS,8067548,11/29/12,0.00,
USGS,8067548,11/30/12,0.00,
USGS,8067548,12/1/12,0.00,
USGS,8067548,12/2/12,0.00,
USGS,8067548,12/3/12,0.00,
USGS,8067548,12/4/12,0.00,
USGS,8067548,12/5/12,0.00,
USGS,8067548,12/6/12,0.00,
USGS,8067548,12/7/12,0.00,
USGS,8067548,12/8/12,0.00,
USGS,8067548,12/9/12,0.00,
USGS,8067548,12/10/12,0.00,
USGS,8067548,12/11/12,6.88,
USGS,8067548,12/12/12,5.61,
USGS,8067548,12/13/12,2.46,
USGS,8067548,12/14/12,1.34,
USGS,8067548,12/15/12,0.81,
USGS,8067548,12/16/12,0.67,
USGS,8067548,12/17/12,1.23,
USGS,8067548,12/18/12,6.49,
USGS,8067548,12/19/12,4.32,
USGS,8067548,12/20/12,2.73,
USGS,8067548,12/21/12,1.78,
USGS,8067548,12/22/12,1.32,
USGS,8067548,12/23/12,1.01,
USGS,8067548,12/24/12,0.77,
USGS,8067548,12/25/12,1.15,
USGS,8067548,12/26/12,12.30,
USGS,8067548,12/27/12,6.73,
USGS,8067548,12/28/12,4.08,
USGS,8067548,12/29/12,2.91,
USGS,8067548,12/30/12,2.12,
USGS,8067548,12/31/12,1.68,
USGS,8067548,1/1/13,1.36,
USGS,8067548,1/2/13,1.04,
USGS,8067548,1/3/13,0.80,
USGS,8067548,1/4/13,0.64,
USGS,8067548,1/5/13,0.55,
USGS,8067548,1/6/13,0.48,
USGS,8067548,1/7/13,0.39,
USGS,8067548,1/8/13,0.38,
USGS,8067548,1/9/13,4.97,
USGS,8067548,1/10/13,169.00,
USGS,8067548,1/11/13,51.00,
USGS,8067548,1/12/13,10.90,
USGS,8067548,1/13/13,9.74,
USGS,8067548,1/14/13,26.40,
USGS,8067548,1/15/13,7.86,
USGS,8067548,1/16/13,3.45,
USGS,8067548,1/17/13,2.24,
USGS,8067548,1/18/13,1.47,
USGS,8067548,1/19/13,1.90,
USGS,8067548,1/20/13,2.27,
USGS,8067548,1/21/13,2.40,
USGS,8067548,1/22/13,2.28,
USGS,8067548,1/23/13,2.11,
USGS,8067548,1/24/13,2.14,
USGS,8067548,1/25/13,2.05,
USGS,8067548,1/26/13,1.76,
USGS,8067548,1/27/13,1.52,
USGS,8067548,1/28/13,1.32,
USGS,8067548,1/29/13,1.16,
USGS,8067548,1/30/13,1.16,
USGS,8067548,1/31/13,1.15,
USGS,8067548,2/1/13,1.06,
USGS,8067548,2/2/13,1.10,
USGS,8067548,2/3/13,1.03,
USGS,8067548,2/4/13,0.85,
USGS,8067548,2/5/13,0.69,
USGS,8067548,2/6/13,0.59,
USGS,8067548,2/7/13,0.53,
USGS,8067548,2/8/13,0.46,
USGS,8067548,2/9/13,0.68,
USGS,8067548,2/10/13,0.83,
USGS,8067548,2/11/13,0.81,
USGS,8067548,2/12/13,1.29,
USGS,8067548,2/13/13,1.71,
USGS,8067548,2/14/13,1.58,
USGS,8067548,2/15/13,1.50,
USGS,8067548,2/16/13,1.33,
USGS,8067548,2/17/13,1.17,
USGS,8067548,2/18/13,1.15,
USGS,8067548,2/19/13,1.15,
USGS,8067548,2/20/13,1.02,
USGS,8067548,2/21/13,1.12,
USGS,8067548,2/22/13,1.47,
USGS,8067548,2/23/13,1.51,
USGS,8067548,2/24/13,1.87,
USGS,8067548,2/25/13,1.91,
USGS,8067548,2/26/13,1.62,
USGS,8067548,2/27/13,1.39,
USGS,8067548,2/28/13,1.18,
USGS,8067548,3/1/13,1.03,
USGS,8067548,3/2/13,0.91,
USGS,8067548,3/3/13,0.81,
USGS,8067548,3/4/13,0.76,
USGS,8067548,3/5/13,0.67,
USGS,8067548,3/6/13,0.55,
USGS,8067548,3/7/13,0.49,
USGS,8067548,3/8/13,0.43,
USGS,8067548,3/9/13,0.39,
USGS,8067548,3/10/13,46.80,
USGS,8067548,3/11/13,140.00,
USGS,8067548,3/12/13,13.70,
USGS,8067548,3/13/13,1.28,
USGS,8067548,3/14/13,0.40,
USGS,8067548,3/15/13,0.28,
USGS,8067548,3/16/13,0.17,
USGS,8067548,3/17/13,0.08,
USGS,8067548,3/18/13,0.03,
USGS,8067548,3/19/13,0.00,
USGS,8067548,3/20/13,0.00,
USGS,8067548,3/21/13,0.00,
USGS,8067548,3/22/13,0.00,
USGS,8067548,3/23/13,0.00,
USGS,8067548,3/24/13,0.00,
USGS,8067548,3/25/13,0.00,
USGS,8067548,3/26/13,0.00,
USGS,8067548,3/27/13,0.00,
USGS,8067548,3/28/13,0.00,
USGS,8067548,3/29/13,0.00,
USGS,8067548,3/30/13,0.00,
USGS,8067548,3/31/13,0.00,
USGS,8067548,4/1/13,0.00,
USGS,8067548,4/2/13,0.06,
USGS,8067548,4/3/13,38.90,
USGS,8067548,4/4/13,34.90,
USGS,8067548,4/5/13,3.77,
USGS,8067548,4/6/13,1.05,
USGS,8067548,4/7/13,0.77,
USGS,8067548,4/8/13,0.65,
USGS,8067548,4/9/13,0.59,
USGS,8067548,4/10/13,0.53,
USGS,8067548,4/11/13,0.47,
USGS,8067548,4/12/13,0.42,
USGS,8067548,4/13/13,0.39,
USGS,8067548,4/14/13,0.32,
USGS,8067548,4/15/13,0.31,
USGS,8067548,4/16/13,0.23,
USGS,8067548,4/17/13,0.16,
USGS,8067548,4/18/13,0.15,
USGS,8067548,4/19/13,0.13,
USGS,8067548,4/20/13,0.07,
USGS,8067548,4/21/13,0.09,
USGS,8067548,4/22/13,0.09,
USGS,8067548,4/23/13,0.07,
USGS,8067548,4/24/13,0.06,
USGS,8067548,4/25/13,0.05,
USGS,8067548,4/26/13,0.05,
USGS,8067548,4/27/13,0.04,
USGS,8067548,4/28/13,0.04,
USGS,8067548,4/29/13,0.03,
USGS,8067548,4/30/13,0.02,
USGS,8067548,5/1/13,0.01,
USGS,8067548,5/2/13,0.01,
USGS,8067548,5/3/13,0.00,
USGS,8067548,5/4/13,0.00,
USGS,8067548,5/5/13,0.00,
USGS,8067548,5/6/13,0.00,
USGS,8067548,5/7/13,0.00,
USGS,8067548,5/8/13,0.00,
USGS,8067548,5/9/13,0.79,
USGS,8067548,5/10/13,1210.00,
USGS,8067548,5/11/13,438.00,
USGS,8067548,5/12/13,191.00,
USGS,8067548,5/13/13,46.20,
USGS,8067548,5/14/13,5.30,
USGS,8067548,5/15/13,1.07,
USGS,8067548,5/16/13,36.30,
USGS,8067548,5/17/13,158.00,
USGS,8067548,5/18/13,79.10,
USGS,8067548,5/19/13,6.70,
USGS,8067548,5/20/13,0.78,
USGS,8067548,5/21/13,0.13,
USGS,8067548,5/22/13,109.00,
USGS,8067548,5/23/13,296.00,
USGS,8067548,5/24/13,161.00,
USGS,8067548,5/25/13,19.10,
USGS,8067548,5/26/13,2.21,
USGS,8067548,5/27/13,0.59,
USGS,8067548,5/28/13,0.27,
USGS,8067548,5/29/13,0.19,
USGS,8067548,5/30/13,0.16,
USGS,8067548,5/31/13,0.17,
